<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
جم-ا,20211225,50770.00,50770,49300,49730.00,49420,57592322010.00,295,49420
جم-ا,20211226,50480.00,51610,48850,50590.00,49730,117015753000.00,536,49730
جم-ا,20211227,51600.00,52000,50120,51270.00,50590,171364683120.00,699,50590
جم-ا,20211228,0.00,0,0,51270.00,51270,0.00,0,51270
جم-ا,20211229,50950.00,0,0,51270.00,51270,0.00,0,51270
جم-ا,20220101,51240.00,0,0,51270.00,51270,0.00,0,51270
جم-ا,20220102,50000.00,51890,49810,51160.00,51270,27381180120.00,227,51270
جم-ا,20220103,51160.00,51160,49810,50870.00,51160,50035906920.00,251,51160
جم-ا,20220104,49870.00,51140,49390,50590.00,50870,23179725070.00,154,50870
جم-ا,20220105,50550.00,50780,49180,50580.00,50590,18221631450.00,278,50590
جم-ا,20220108,50620.00,50960,49990,50530.00,50580,27427908820.00,242,50580
